Site,ID,SampleDate,Latitude,Longitude,HerbBio.g.m2,ShrubBio.g.m2,NDWI_June,EVI_June,SAVI_June,BSI_June,NDPI_June,NDWI_Sept,NDGI_June,EVI_Sept,SAVI_Sept,BSI_Sept,NDPI_Sept,NDGI_Sept,dBlue,dGreen,dRed,dNIR,dSWIR_1,dSWIR_2,dNDVI,dNDWI,dEVI,dSAVI,dBSI,dNDPI,dNDSI,dNDGI,Cdef,Elevation,AET,Flow,Slope,SWE,Annual_Precipitation,Snow_days,Wet_days,Minimum_temperature,Maximum_temperature,SRad,Shallow_Clay,Deep_Clay,Shallow_Sand,Deep_Sand,Shallow_Hydra_Conduc,Deep_Hydra_Conduc,Lithology,Organic_Matter,Active_growth_days,ModisNPP,LandsatNPP,ANPP
Lower Lacey,LLE3,2019-07-20,39.474604,-120.418731,130.5555556,,0.3144649161315345,0.4960657972347246,0.4618921097542847,-0.240824761869145,0.6397031147996886,0.0521505233848735,0.4749946962369427,0.3285506554369374,0.3343445843844155,0.0224393530653215,0.4254468524733449,0.2264563004776379,5.232950017857143,8.655929232142856,8.741229223214285,35.782773875000004,24.11455127678572,13.739073526785711,79.70678759931513,24.08286077540856,50.718924232645726,48.13423318570104,-14.185605558376128,68.50623583548548,-64.68449398683597,46.772222966288965,488.8,2068.056396484375,450.6,59,0.1953865251781416,19,1718,188,0,273.0683898925781,284.9202575683594,29823.92694091797,4.034014701843262,4.648038864135742,82.66852569580078,82.59891510009766,10.663048483584294,11.302229572132138,11,2.443043488411142,102,,,56.5305555748
Lower Lacey,LLE4,2019-07-20,39.474648,-120.418619,75.33333333,,0.3144649161315345,0.4960657972347246,0.4618921097542847,-0.240824761869145,0.6397031147996886,0.0521505233848735,0.4749946962369427,0.3285506554369374,0.3343445843844155,0.0224393530653215,0.4254468524733449,0.2264563004776379,5.232950017857143,8.655929232142856,8.741229223214285,35.782773875000004,24.11455127678572,13.739073526785711,79.70678759931513,24.08286077540856,50.718924232645726,48.13423318570104,-14.185605558376128,68.50623583548548,-64.68449398683597,46.772222966288965,488.8,2068.056396484375,450.6,59,0.1953865251781416,19,1718,188,0,273.0683898925781,284.9202575683594,29823.92694091797,4.034014701843262,4.648038864135742,82.66852569580078,82.59891510009766,10.663048483584294,11.302229572132138,11,2.443043488411142,102,,,32.61933333189
Lower Lacey,LLF1,2019-07-20,39.47427199,-120.418685,148.4444444,,0.2718694078046402,0.4731938386329636,0.4426385974896563,-0.1943858957092307,0.5997996471550391,0.0369174264002457,0.435683108601653,0.3281946223461859,0.336161143607659,0.0431112794148511,0.401889277067003,0.1909951466206192,5.717473035714286,9.361166464285713,10.252819098214283,35.96712751785714,28.27763870535714,17.0169225,70.8249014490697,15.34997798299611,45.65981534246576,44.41157359208879,-5.553624659768921,58.59063528754446,-64.441467480343,37.011328624923394,488.7000000000001,2068.158935546875,450.5,50,0.172113491678166,19,1718,192,0,273.0676574707031,284.9149169921875,29824.33297729492,4.004011154174805,4.654802322387695,82.9542465209961,82.87393951416016,11.03741021247028,11.137350759679247,11,2.658097750354688,95,,,64.2764444252
Lower Lacey,LLF2,2019-07-20,39.474388,-120.418691,94.33333333,,0.2718694078046402,0.4731938386329636,0.4426385974896563,-0.1943858957092307,0.5997996471550391,0.0369174264002457,0.435683108601653,0.3281946223461859,0.336161143607659,0.0431112794148511,0.401889277067003,0.1909951466206192,5.717473035714286,9.361166464285713,10.252819098214283,35.96712751785714,28.27763870535714,17.0169225,70.8249014490697,15.34997798299611,45.65981534246576,44.41157359208879,-5.553624659768921,58.59063528754446,-64.441467480343,37.011328624923394,488.7000000000001,2068.158935546875,450.5,50,0.172113491678166,19,1718,192,0,273.0676574707031,284.9149169921875,29824.33297729492,4.004011154174805,4.654802322387695,82.9542465209961,82.87393951416016,11.03741021247028,11.137350759679247,11,2.658097750354688,95,,,40.84633333189
Lower Lacey,LLF3,2019-07-20,39.47447601,-120.418617,110.0,,0.3144649161315345,0.4960657972347246,0.4618921097542847,-0.240824761869145,0.6397031147996886,0.0521505233848735,0.4749946962369427,0.3285506554369374,0.3343445843844155,0.0224393530653215,0.4254468524733449,0.2264563004776379,5.232950017857143,8.655929232142856,8.741229223214285,35.782773875000004,24.11455127678572,13.739073526785711,79.70678759931513,24.08286077540856,50.718924232645726,48.13423318570104,-14.185605558376128,68.50623583548548,-64.68449398683597,46.772222966288965,488.7000000000001,2068.06640625,450.5,50,0.1734370815719026,19,1718,188,0,273.0676574707031,284.9149169921875,29824.33297729492,4.004011154174805,4.550027370452881,82.9542465209961,83.99347686767578,11.03741021247028,11.571007670645464,11,2.658097750354688,102,,,47.63
Lower Lacey,LLF4,2019-07-20,39.47452001,-120.418563,214.1111111,,0.3144649161315345,0.4960657972347246,0.4618921097542847,-0.240824761869145,0.6397031147996886,0.0521505233848735,0.4749946962369427,0.3285506554369374,0.3343445843844155,0.0224393530653215,0.4254468524733449,0.2264563004776379,5.232950017857143,8.655929232142856,8.741229223214285,35.782773875000004,24.11455127678572,13.739073526785711,79.70678759931513,24.08286077540856,50.718924232645726,48.13423318570104,-14.185605558376128,68.50623583548548,-64.68449398683597,46.772222966288965,488.8,2068.06640625,450.6,50,0.1734370815719026,19,1718,188,0,273.0683898925781,284.9202575683594,29823.92694091797,4.034014701843262,4.550027370452881,82.66852569580078,83.99347686767578,10.663048483584294,11.571007670645464,11,2.443043488411142,102,,,92.71011110629999
Lower Perazzo,LPA1,2019-08-13,39.49416602,-120.323638,,718.3937681,0.1407251684038966,0.3467650772420824,0.3389231798692419,-0.0722590431980432,0.4806707667177967,0.0321298651934687,0.3195095056339491,0.2678747217906639,0.2736075231967091,0.0359065367809486,0.3820174334117312,0.2022918151112796,5.242496093749999,8.3103359375,8.57485328125,30.65330390625,25.032635625,15.25490921875,76.41663122476112,12.779200250639684,42.01233834482389,41.83050380503131,-4.175129063540416,61.277790454054994,-69.5109474969059,39.61289923770552,541.3000000000001,1967.59912109375,447.1,55,0.7566783824729562,9,1500,169,0,272.7245178222656,285.8554992675781,29610.254821777344,18.3643798828125,22.77427101135254,46.90018081665039,41.9869499206543,2.655402442240636,1.9137768038983527,11,1.2539171983948938,105,654.3000000000001,545.5,
Lower Perazzo,LPA2,2019-08-13,39.49424104,-120.323753,160.2222222,95.69948948,0.1407251684038966,0.3467650772420824,0.3389231798692419,-0.0722590431980432,0.4806707667177967,0.0321298651934687,0.3195095056339491,0.2678747217906639,0.2736075231967091,0.0359065367809486,0.3820174334117312,0.2022918151112796,5.274645937499999,8.36850765625,8.63463203125,30.888498281250005,25.21386296875,15.36166484375,77.01003836430728,12.908116197614133,42.33726389618728,42.16108962274908,-4.22581782418407,61.767090537013885,-70.02505311304321,39.921632382505535,541.1,1967.641845703125,447.0,56,1.6081486987619056,9,1501,169,0,272.7318115234375,285.8501281738281,29610.92779541016,13.602961540222168,21.64166259765625,59.001258850097656,48.64397430419922,3.3598534770123183,1.907255950172672,11,1.0415546775323266,106,654.2,615.6,69.3762222126
Lower Perazzo,LPA3,2019-08-13,39.49427398,-120.323815,186.5555556,1387.667749,0.1407251684038966,0.3467650772420824,0.3389231798692419,-0.0722590431980432,0.4806707667177967,0.0321298651934687,0.3195095056339491,0.2678747217906639,0.2736075231967091,0.0359065367809486,0.3820174334117312,0.2022918151112796,5.274645937499999,8.36850765625,8.63463203125,30.888498281250005,25.21386296875,15.36166484375,77.01003836430728,12.908116197614133,42.33726389618728,42.16108962274908,-4.22581782418407,61.767090537013885,-70.02505311304321,39.921632382505535,541.1,1967.641845703125,447.0,56,1.6081486987619056,9,1501,169,0,272.7318115234375,285.8501281738281,29610.92779541016,13.602961540222168,21.64166259765625,59.001258850097656,48.64397430419922,3.3598534770123183,1.907255950172672,11,1.0415546775323266,106,654.2,615.6,80.7785555748
Lower Perazzo,LPA4,2019-08-13,39.49432896,-120.323987,7.111111111,,0.1601309993172879,0.3969770069364592,0.3831409744627718,-0.0950272547471785,0.5248437746757819,0.0962865360155618,0.3632781376695204,0.3135350024316328,0.3167702824077443,-0.0262033780022394,0.4704734397445431,0.2777682545984156,5.835839062499999,9.23034796875,8.876027656249999,36.016982500000005,25.103702031250005,14.304757968750003,87.38650471037663,24.14462010679147,51.10595927901685,50.109689927672925,-13.552541992158735,73.4358247472131,-69.1338790628547,51.10126526199602,540.8000000000001,1967.47802734375,447.1,92,1.3724174315816278,9,1501,175,0,272.7391357421875,285.8447265625,29611.60060119629,15.81924533843994,19.600830078125,53.77896881103516,52.62428665161133,2.7931985923811284,2.163426601159903,11,1.0096854349898188,114,657.2,,3.079111111063
Lower Perazzo,LPB1,2019-08-13,39.49427197,-120.323516,3.888888889,64.32396784,0.1366313704691024,0.2666330836396529,0.2685818222131312,-0.0543160436422367,0.432290772481262,0.0323711450085951,0.2553754706413852,0.2288496829377146,0.2381330846555863,0.0447462577068819,0.3492259753566101,0.1632087504233936,5.381835156249998,8.320431874999999,8.988525468750003,25.252090781250004,20.948557343750004,13.6332084375,64.57559388402902,12.19768261369666,31.40026797261283,32.08855848437631,-1.566081369041262,53.41448930438511,-58.79257373531715,29.055605469029267,541.3000000000001,1967.59912109375,447.1,55,0.7566783824729562,9,1500,169,0,272.7245178222656,285.8554992675781,29610.254821777344,18.3643798828125,22.77427101135254,46.90018081665039,41.9869499206543,2.655402442240636,1.9137768038983527,11,1.2539171983948938,87,654.3000000000001,545.5,1.683888888937
Lower Perazzo,LPB2,2019-08-13,39.49433198,-120.323617,8.777777778,70.1439793,0.1407251684038966,0.3467650772420824,0.3389231798692419,-0.0722590431980432,0.4806707667177967,0.0321298651934687,0.3195095056339491,0.2678747217906639,0.2736075231967091,0.0359065367809486,0.3820174334117312,0.2022918151112796,5.242496093749999,8.3103359375,8.57485328125,30.65330390625,25.032635625,15.25490921875,76.41663122476112,12.779200250639684,42.01233834482389,41.83050380503131,-4.175129063540416,61.277790454054994,-69.5109474969059,39.61289923770552,541.3000000000001,1967.0804443359373,447.1,90,0.2849365996785378,9,1500,169,0,272.7245178222656,285.8554992675781,29610.254821777344,18.3643798828125,24.06764793395996,46.90018081665039,40.74238204956055,2.655402442240636,1.219052910882556,11,1.2539171983948938,105,658.4000000000001,545.5,3.8007777778740004
Lower Perazzo,LPB3,2019-08-13,39.49438697,-120.32371,113.6666667,161.1401782,0.1407251684038966,0.3467650772420824,0.3389231798692419,-0.0722590431980432,0.4806707667177967,0.0321298651934687,0.3195095056339491,0.2678747217906639,0.2736075231967091,0.0359065367809486,0.3820174334117312,0.2022918151112796,5.274645937499999,8.36850765625,8.63463203125,30.888498281250005,25.21386296875,15.36166484375,77.01003836430728,12.908116197614133,42.33726389618728,42.16108962274908,-4.22581782418407,61.767090537013885,-70.02505311304321,39.921632382505535,541.1,1967.47802734375,447.0,92,1.3724174315816278,9,1501,169,0,272.7318115234375,285.8501281738281,29610.92779541016,13.602961540222168,19.600830078125,59.001258850097656,52.62428665161133,3.3598534770123183,2.163426601159903,11,1.0415546775323266,106,657.2,615.6,49.2176666811
Lower Perazzo,LPB4,2019-08-13,39.49444497,-120.323855,147.5555556,,0.1466494003396859,0.260624498811792,0.2617896276000561,-0.0674682798810882,0.4582334770628148,0.0527414164179061,0.2760930316889159,0.2498729927369203,0.2566503515605174,0.0173714280796046,0.3945306479529491,0.2079045605067477,5.364248281249999,8.2040340625,8.66613890625,25.35793765625,20.57864390625,13.03186703125,67.17529107620837,13.158131282491194,32.73230973884351,33.07550872820458,-3.5141460961509385,55.92819826841027,-59.40171933980879,32.597676641544474,541.3000000000001,1967.47802734375,447.2000000000001,92,1.3724174315816278,9,1500,169,0,272.7319641113281,285.85723876953125,29610.5391998291,15.448573112487791,19.600830078125,54.96921920776367,52.62428665161133,3.1060021034793066,2.163426601159903,11,1.0654825251231594,83,657.2,,63.891555574799995
Lower Perazzo,LPC1,2019-08-13,39.49437699,-120.323397,37.66666667,,0.1366313704691024,0.2666330836396529,0.2685818222131312,-0.0543160436422367,0.432290772481262,0.0323711450085951,0.2553754706413852,0.2288496829377146,0.2381330846555863,0.0447462577068819,0.3492259753566101,0.1632087504233936,5.381835156249998,8.320431874999999,8.988525468750003,25.252090781250004,20.948557343750004,13.6332084375,64.57559388402902,12.19768261369666,31.40026797261283,32.08855848437631,-1.566081369041262,53.41448930438511,-58.79257373531715,29.055605469029267,541.5,1967.0804443359373,446.9,90,0.2849365996785378,9,1499,169,0,272.7171936035156,285.8608703613281,29609.582229614258,15.299641609191896,24.06764793395996,53.79640197753906,40.74238204956055,4.061000485229762,1.219052910882556,11,1.3965802743483404,87,658.4000000000001,519.1,16.309666668109998
Lower Perazzo,LPC2,2019-08-13,39.49442997,-120.323506,50.55555556,1.820651924,0.1197475866230324,0.2891006062311669,0.2884966553022661,-0.052126016747093,0.4619367960684987,0.0264190398331811,0.2976181144506272,0.2501627883608005,0.25849911530968,0.0416116673458691,0.3808129042141637,0.1965118285202849,5.455448124999999,8.35975578125,8.65373078125,28.119949531250004,22.84382015625,14.29562046875,73.94214009365086,14.011513112413986,37.77944662116892,37.88161788156459,-5.170286647250786,60.24905897861029,-64.6993638205353,37.86758755593843,541.3000000000001,1967.0804443359373,447.1,90,0.2849365996785378,9,1500,167,0,272.7245178222656,285.8554992675781,29610.254821777344,18.3643798828125,24.06764793395996,46.90018081665039,40.74238204956055,2.655402442240636,1.219052910882556,11,1.2539171983948938,107,658.4000000000001,545.5,21.89055555748
Lower Perazzo,LPC3,2019-08-13,39.49450599,-120.323598,71.22222222,,0.1466494003396859,0.260624498811792,0.2617896276000561,-0.0674682798810882,0.4582334770628148,0.0527414164179061,0.2760930316889159,0.2498729927369203,0.2566503515605174,0.0173714280796046,0.3945306479529491,0.2079045605067477,5.31397765625,8.12594203125,8.57757625,25.13711375,20.39516671875,12.90705078125,66.73952730351837,13.063522182516303,32.491767200404745,32.82944656904705,-3.513426445889921,55.5628536067902,-58.99001201310188,32.42828116103678,541.5,1967.0804443359373,447.3,90,0.2849365996785378,9,1499,169,0,272.7246398925781,285.8626403808594,29609.86647033692,15.914971351623535,24.06764793395996,54.441802978515625,40.74238204956055,3.805043079962481,1.219052910882556,11,1.2571027749431638,83,658.4000000000001,576.5,30.839222221260002
Lower Perazzo,LPC4,2019-08-13,39.49452301,-120.323705,101.1111111,,0.1466494003396859,0.260624498811792,0.2617896276000561,-0.0674682798810882,0.4582334770628148,0.0527414164179061,0.2760930316889159,0.2498729927369203,0.2566503515605174,0.0173714280796046,0.3945306479529491,0.2079045605067477,5.364248281249999,8.2040340625,8.66613890625,25.35793765625,20.57864390625,13.03186703125,67.17529107620837,13.158131282491194,32.73230973884351,33.07550872820458,-3.5141460961509385,55.92819826841027,-59.40171933980879,32.597676641544474,541.3000000000001,1967.47802734375,447.2000000000001,92,1.3724174315816278,9,1500,169,0,272.7319641113281,285.85723876953125,29610.5391998291,15.448573112487791,19.600830078125,54.96921920776367,52.62428665161133,3.1060021034793066,2.163426601159903,11,1.0654825251231594,83,657.2,,43.7811111063
Lower Perazzo,LPD1,2019-08-13,39.494479,-120.323261,79.0,16.30412393,0.1197475866230324,0.2891006062311669,0.2884966553022661,-0.052126016747093,0.4619367960684987,0.0264190398331811,0.2976181144506272,0.2501627883608005,0.25849911530968,0.0416116673458691,0.3808129042141637,0.1965118285202849,5.455448124999999,8.35975578125,8.65373078125,28.119949531250004,22.84382015625,14.29562046875,73.94214009365086,14.011513112413986,37.77944662116892,37.88161788156459,-5.170286647250786,60.24905897861029,-64.6993638205353,37.86758755593843,541.7,1967.2415771484373,447.2000000000001,89,0.5046745593866947,9,1499,167,0,272.7173156738281,285.8680419921875,29609.193603515625,14.936189651489258,19.84720993041992,56.85927963256836,50.83294296264648,3.248039011371361,1.889247806266595,11,1.0098426129207103,107,660.8000000000001,,34.207
Lower Perazzo,LPD2,2019-08-13,39.49455,-120.323339,179.0,483.4004646,0.1197475866230324,0.2891006062311669,0.2884966553022661,-0.052126016747093,0.4619367960684987,0.0264190398331811,0.2976181144506272,0.2501627883608005,0.25849911530968,0.0416116673458691,0.3808129042141637,0.1965118285202849,5.455448124999999,8.35975578125,8.65373078125,28.119949531250004,22.84382015625,14.29562046875,73.94214009365086,14.011513112413986,37.77944662116892,37.88161788156459,-5.170286647250786,60.24905897861029,-64.6993638205353,37.86758755593843,541.7,1967.4835205078125,447.2000000000001,124,0.4391840270913225,9,1499,167,0,272.7173156738281,285.8680419921875,29609.193603515625,14.936189651489258,19.60677528381348,56.85927963256836,53.16606140136719,3.248039011371361,1.642169610522074,11,1.0098426129207103,107,684.0,,77.507
Lower Perazzo,LPD3,2019-08-13,39.49459802,-120.323432,109.1111111,134.9447083,0.1197475866230324,0.2891006062311669,0.2884966553022661,-0.052126016747093,0.4619367960684987,0.0264190398331811,0.2976181144506272,0.2501627883608005,0.25849911530968,0.0416116673458691,0.3808129042141637,0.1965118285202849,5.455448124999999,8.35975578125,8.65373078125,28.119949531250004,22.84382015625,14.29562046875,73.94214009365086,14.011513112413986,37.77944662116892,37.88161788156459,-5.170286647250786,60.24905897861029,-64.6993638205353,37.86758755593843,541.5,1967.417724609375,447.3,125,0.6438427190496737,9,1499,167,0,272.7246398925781,285.8626403808594,29609.86647033692,15.914971351623535,20.57225608825684,54.441802978515625,50.95121383666992,3.805043079962481,1.912129872800451,11,1.2571027749431638,107,675.4000000000001,576.5,47.2451111063
Lower Perazzo,LPD4,2019-08-13,39.494651,-120.323524,181.6666667,,0.1466494003396859,0.260624498811792,0.2617896276000561,-0.0674682798810882,0.4582334770628148,0.0527414164179061,0.2760930316889159,0.2498729927369203,0.2566503515605174,0.0173714280796046,0.3945306479529491,0.2079045605067477,5.31397765625,8.12594203125,8.57757625,25.13711375,20.39516671875,12.90705078125,66.73952730351837,13.063522182516303,32.491767200404745,32.82944656904705,-3.513426445889921,55.5628536067902,-58.99001201310188,32.42828116103678,541.5,1967.417724609375,447.3,125,0.6438427190496737,9,1499,169,0,272.7246398925781,285.8626403808594,29609.86647033692,15.914971351623535,20.57225608825684,54.441802978515625,50.95121383666992,3.805043079962481,1.912129872800451,11,1.2571027749431638,83,675.4000000000001,576.5,78.6616666811
Lower Perazzo,LPE1,2019-08-13,39.49458897,-120.323159,147.4444444,,0.1436226295573443,0.3728047169256811,0.3624422527967092,-0.0808822269872546,0.5080934001977906,0.0361459494135331,0.3580098532642115,0.2911527778235569,0.2973488980756549,0.0310936633910058,0.4126589674235569,0.2254264662461747,5.00342484375,8.175976093749998,8.0709896875,33.05604765625,25.026888125000003,14.788205,82.56861694823314,18.185546234645503,47.04100610453841,46.40685643355011,-9.74835408250181,67.73324756904792,-69.93642395658921,46.90095904817287,541.7,1967.4835205078125,447.2000000000001,124,0.4391840270913225,9,1499,167,0,272.7173156738281,285.8680419921875,29609.193603515625,14.936189651489258,19.60677528381348,56.85927963256836,53.16606140136719,3.248039011371361,1.642169610522074,11,1.0098426129207103,108,684.0,,63.843444425200005
Lower Perazzo,LPE2,2019-08-13,39.49466801,-120.323262,120.1111111,181.7208243,0.1197475866230324,0.2891006062311669,0.2884966553022661,-0.052126016747093,0.4619367960684987,0.0264190398331811,0.2976181144506272,0.2501627883608005,0.25849911530968,0.0416116673458691,0.3808129042141637,0.1965118285202849,5.455448124999999,8.35975578125,8.65373078125,28.119949531250004,22.84382015625,14.29562046875,73.94214009365086,14.011513112413986,37.77944662116892,37.88161788156459,-5.170286647250786,60.24905897861029,-64.6993638205353,37.86758755593843,541.7,1967.4835205078125,447.2000000000001,124,0.4391840270913225,9,1499,167,0,272.7173156738281,285.8680419921875,29609.193603515625,14.936189651489258,19.60677528381348,56.85927963256836,53.16606140136719,3.248039011371361,1.642169610522074,11,1.0098426129207103,107,684.0,,52.0081111063
Lower Perazzo,LPE3,2019-08-13,39.49471302,-120.323329,107.2222222,207.2673512,0.1085900677536025,0.362939921805813,0.3492776003659543,-0.0535243912266368,0.4800012577810751,0.0003832441480269,0.3341737804649518,0.2682584551873659,0.275058938232168,0.0614632432322348,0.3755047341694614,0.1954770418676409,6.676265312500001,9.80594234375,9.69268703125,35.166605625,26.53768140625,14.97031,82.48612809243889,17.889582607219634,48.07144611769992,47.198656686938925,-8.6986268130366,68.14035282747588,-69.60716073254355,46.90694307909916,542.1,1967.4835205078125,447.3,124,0.4391840270913225,9,1498,175,0,272.7174072265625,285.87518310546875,29608.805267333984,15.805877685546877,19.60677528381348,55.31731796264648,53.16606140136719,2.5425042958481625,1.642169610522074,11,0.8268519376035551,110,684.0,,46.4272222126
Lower Perazzo,LPE4,2019-08-13,39.49477203,-120.323467,52.77777778,338.9195976,0.1085900677536025,0.362939921805813,0.3492776003659543,-0.0535243912266368,0.4800012577810751,0.0003832441480269,0.3341737804649518,0.2682584551873659,0.275058938232168,0.0614632432322348,0.3755047341694614,0.1954770418676409,6.676265312500001,9.80594234375,9.69268703125,35.166605625,26.53768140625,14.97031,82.48612809243889,17.889582607219634,48.07144611769992,47.198656686938925,-8.6986268130366,68.14035282747588,-69.60716073254355,46.90694307909916,541.8000000000001,1967.417724609375,447.2000000000001,125,0.6438427190496737,9,1499,175,0,272.7247619628906,285.8697509765625,29609.47801208496,14.296828269958496,20.57225608825684,60.28942489624024,50.95121383666992,3.154737778835905,1.912129872800451,11,0.8184073942306072,110,675.4000000000001,,22.852777778740002
Lower Perazzo,LPF1,2019-08-13,39.49471503,-120.323077,118.2222222,241.5450713,0.1043239832646745,0.3672688893072037,0.3534375471834279,-0.0491757685140407,0.4783610038104091,-0.0073882888500065,0.334863290990739,0.2643868742788236,0.2714581367028847,0.0691054291483805,0.364262646961052,0.1869499146892808,7.66477046875,10.782209999999996,10.65495890625,34.73489046875,26.89814328125,15.443114531249998,81.1947680180547,15.653066322411618,53.5174995050462,46.25086373179593,-7.023724394712593,65.63536072882248,-70.6143502342756,46.01185428127627,542.1,1967.4835205078125,447.3,124,0.4391840270913225,9,1498,172,0,272.7174072265625,285.87518310546875,29608.805267333984,15.805877685546877,19.60677528381348,55.31731796264648,53.16606140136719,2.5425042958481625,1.642169610522074,11,0.8268519376035551,113,684.0,,51.1902222126
Lower Perazzo,LPF2,2019-08-13,39.49477698,-120.32317,134.7777778,48.54368476,0.1085900677536025,0.362939921805813,0.3492776003659543,-0.0535243912266368,0.4800012577810751,0.0003832441480269,0.3341737804649518,0.2682584551873659,0.275058938232168,0.0614632432322348,0.3755047341694614,0.1954770418676409,6.676265312500001,9.80594234375,9.69268703125,35.166605625,26.53768140625,14.97031,82.48612809243889,17.889582607219634,48.07144611769992,47.198656686938925,-8.6986268130366,68.14035282747588,-69.60716073254355,46.90694307909916,542.1,1967.4835205078125,447.3,124,0.4391840270913225,9,1498,175,0,272.7174072265625,285.87518310546875,29608.805267333984,15.805877685546877,19.60677528381348,55.31731796264648,53.16606140136719,2.5425042958481625,1.642169610522074,11,0.8268519376035551,110,684.0,,58.358777787399994
Lower Perazzo,LPF3,2019-08-13,39.49483297,-120.323265,62.77777778,805.7660851,0.1085900677536025,0.362939921805813,0.3492776003659543,-0.0535243912266368,0.4800012577810751,0.0003832441480269,0.3341737804649518,0.2682584551873659,0.275058938232168,0.0614632432322348,0.3755047341694614,0.1954770418676409,6.676265312500001,9.80594234375,9.69268703125,35.166605625,26.53768140625,14.97031,82.48612809243889,17.889582607219634,48.07144611769992,47.198656686938925,-8.6986268130366,68.14035282747588,-69.60716073254355,46.90694307909916,542.1,1967.7020263671875,447.3,159,0.2401427696352215,9,1498,175,0,272.7174072265625,285.87518310546875,29608.805267333984,15.805877685546877,22.641361236572266,55.31731796264648,45.35242462158203,2.5425042958481625,1.806667602580664,11,0.8268519376035551,110,698.0,,27.18277777874
Lower Perazzo,LPF4,2019-08-13,39.494896,-120.323404,236.7777778,9.653225672,0.1085900677536025,0.362939921805813,0.3492776003659543,-0.0535243912266368,0.4800012577810751,0.0003832441480269,0.3341737804649518,0.2682584551873659,0.275058938232168,0.0614632432322348,0.3755047341694614,0.1954770418676409,6.676265312500001,9.80594234375,9.69268703125,35.166605625,26.53768140625,14.97031,82.48612809243889,17.889582607219634,48.07144611769992,47.198656686938925,-8.6986268130366,68.14035282747588,-69.60716073254355,46.90694307909916,541.8000000000001,1967.677001953125,447.2000000000001,161,0.4115676924174634,9,1499,175,0,272.7247619628906,285.8697509765625,29609.47801208496,14.296828269958496,20.27271842956543,60.28942489624024,51.802921295166016,3.154737778835905,2.700940074266319,11,0.8184073942306072,110,688.3000000000001,,102.5247777874
Middle Clarks,MCA1,2019-08-02,40.12536398,-120.504147,3.333333333,157.8918512,-0.0524385757772963,0.2006901826825267,0.2028770368193155,0.0950697456370371,0.2369854593845998,-0.1492609514176878,0.1508659177391172,0.1513934109497549,0.1576446803428897,0.1801362565178184,0.1388887839551588,0.0665469556371917,8.241095699404761,11.857636577380951,13.748486651785717,27.64239578869047,35.3538596875,27.5943861904762,59.001066416016286,-21.05669655995053,27.14556932622308,28.18760768218681,27.195194844773788,28.94479107254333,-87.25792366805311,17.594241387269918,686.2,1680.970947265625,374.6,136,1.7860943190718994,0,936,126,0,275.27984619140625,286.5946350097656,29885.64297485352,17.464176177978516,25.20108795166016,59.45457077026367,56.17532730102539,3.1452382164178503,2.8777034403676827,5,0.709357070869046,95,389.5,274.3,1.4433333331890001
Middle Clarks,MCA2,2019-08-02,40.12535099,-120.504277,1.888888889,229.0929759,-0.1033287686987008,0.1803889731937445,0.1822253636986854,0.1337286942197237,0.1842143705764927,-0.1903213842073003,0.1229735867095586,0.127593151842821,0.1331172293936605,0.210014900793989,0.085835041791108,0.0408969897484191,8.661297663690474,12.05513175595238,14.168416235119048,26.81825680059524,37.38866915178571,29.63540869047619,54.40067030857469,-28.68171881943127,24.940153651941053,25.765192568138275,32.5277401617781,21.64165107253202,-90.16502680086532,14.263286694822426,686.1,1679.7291259765625,374.7000000000001,136,1.8465727111888304,0,936,127,0,275.2751770019531,286.5970458984375,29885.76953125,16.897781372070312,22.113245010375977,52.9110107421875,53.17845153808594,2.11571059853004,2.7950974043703325,5,0.810582270133984,86,389.5,247.8,0.817888888937
Middle Clarks,MCA3,2019-08-02,40.125367,-120.504421,11.77777778,154.4822104,-0.1033287686987008,0.1803889731937445,0.1822253636986854,0.1337286942197237,0.1842143705764927,-0.1903213842073003,0.1229735867095586,0.127593151842821,0.1331172293936605,0.210014900793989,0.085835041791108,0.0408969897484191,8.661297663690474,12.05513175595238,14.168416235119048,26.81825680059524,37.38866915178571,29.63540869047619,54.40067030857469,-28.68171881943127,24.940153651941053,25.765192568138275,32.5277401617781,21.64165107253202,-90.16502680086532,14.263286694822426,686.1,1682.444091796875,374.7000000000001,113,3.262532155223384,0,936,127,0,275.2751770019531,286.5970458984375,29885.76953125,16.897781372070312,24.112653732299805,52.9110107421875,51.01664352416992,2.11571059853004,1.226906218748517,5,0.810582270133984,86,440.0,247.8,5.09977777874
Middle Clarks,MCA4,2019-08-02,40.12542701,-120.504486,23.11111111,168.5704651,-0.0856117824321513,0.2004208090573905,0.2017638595105156,0.1192786550170568,0.2199157737463526,-0.1858093308941119,0.1456682437736986,0.1363692102147462,0.1420859058920202,0.2067165297681478,0.1022381995244678,0.049287468984077,8.47445101190476,12.09656980654762,14.07507318452381,28.886588898809524,37.80120546130952,28.75055016369048,60.577314405026655,-24.350484220579084,28.76778025238752,29.621190121194594,29.558786398163413,28.96810529372769,-91.48477555856836,18.342432945686863,686.1,1682.444091796875,374.7000000000001,113,3.262532155223384,0,936,127,0,275.2751770019531,286.5970458984375,29885.76953125,16.897781372070312,24.112653732299805,52.9110107421875,51.01664352416992,2.11571059853004,1.226906218748517,5,0.810582270133984,101,440.0,247.8,10.00711111063
