ID,Area_m2,Area_km2,NDVI,NDWI,Meadow
5164,21924.354,0.02192,0.196708229,-0.201706213,
5175,10597.192,0.0106,0.196671351,-0.238063825,
5176,26744.77,0.02674,0.185674638,-0.201026829,
5177,14747.086,0.01475,0.181915859,-0.212086479,
5179,7661.838,0.00766,0.178921887,-0.205038074,
5181,11915.204,0.01192,0.169224311,-0.180660883,
5187,6200.362,0.0062,0.119467492,-0.153057118,
5188,11438.452,0.01144,0.140808961,-0.161170603,
5191,52776.118,0.05278,0.14084641,-0.169515323,
5196,8222.794,0.00822,0.127088366,-0.161620641,
5199,9214.108,0.00921,0.192032651,-0.217471926,
5203,4445.113,0.00445,0.162523699,-0.185598645,
5204,52725.783,0.05273,0.188132094,-0.206214539,
5205,29982.608,0.02998,0.171551802,-0.207733616,
5206,8527.311,0.00853,0.105741778,-0.145195674,
5211,30743.867,0.03074,0.175354749,-0.198183331,
5212,3695.532,0.0037,0.160952664,-0.190938056,
5214,5606.4,0.00561,0.180098448,-0.190849472,
5215,4910.971,0.00491,0.128533548,-0.162394842,
5216,16134.48,0.01613,0.090092411,-0.102062746,
5217,9513.863,0.00951,0.136618507,-0.175876071,
5220,4541.288,0.00454,0.163631475,-0.195634519,
5221,7779.015,0.00778,0.198234624,-0.214126271,
5222,27966.21,0.02797,0.181659517,-0.210611694,
5229,12971.127,0.01297,0.176528635,-0.199599976,
5232,7017.16,0.00702,0.138094784,-0.15679904,
5239,4696.747,0.0047,0.181208231,-0.198429327,
5240,5999.18,0.006,0.10251248,-0.150384532,
5242,6176.766,0.00618,0.10923948,-0.156511122,
5244,4267.141,0.00427,0.164879221,-0.180142239,
5245,10375.286,0.01038,0.177556872,-0.211655089,
5248,5496.465,0.0055,0.16516487,-0.202105726,
5251,8631.709,0.00863,0.113663169,-0.127374015,
5252,5238.658,0.00524,0.111211558,-0.15866819,
5253,42715.422,0.04272,0.129958613,-0.17006136,
5255,13032.729,0.01303,0.112379292,-0.129114803,
5256,13895.136,0.0139,0.085238439,-0.134892244,
5259,21195.543,0.0212,0.100906034,-0.141945813,
5260,10043.075,0.01004,0.118411893,-0.153291827,
5262,7597.819,0.0076,0.173812146,-0.193646941,
5263,85164.951,0.08516,0.150137364,-0.16976161,
5264,45187.823,0.04519,0.154945026,-0.189155061,
5265,24879.269,0.02488,0.118550448,-0.158534468,
5266,4607.072,0.00461,0.132238011,-0.175220714,
5267,9498.597,0.0095,0.1525752,-0.188961046,
5269,79122.051,0.07912,0.124821116,-0.160132192,
5270,24639.492,0.02464,0.138508332,-0.175463187,
5271,16827.22,0.01683,0.112100424,-0.156286256,
5272,10728.128,0.01073,0.129753934,-0.166083716,
5273,8573.549,0.00857,0.148261499,-0.18769024,
5274,31170.189,0.03117,0.17308107,-0.202754569,
5275,12953.991,0.01295,0.155253404,-0.186922837,
5276,8827.381,0.00883,,,
5277,7238.258,0.00724,0.179126049,-0.205137396,
5279,7950.61,0.00795,0.176657514,-0.203400649,
5280,4421.813,0.00442,0.192531669,-0.214824532,
5281,23153.302,0.02315,0.120409265,-0.156250214,
5282,9560.495,0.00956,0.11710663,-0.156077557,
5284,12695.862,0.0127,0.119435084,-0.157973575,
5286,3854.577,0.00385,0.18674006,-0.213322226,
5288,5118.53,0.00512,0.177276188,-0.201435163,
5289,7082.244,0.00708,0.125671698,-0.165440903,
5290,22635.84,0.02264,0.164396181,-0.194963066,
5292,21267.95,0.02127,,,
5294,41669.9,0.04167,0.00701052,-0.011185139,
5295,4335.569,0.00434,0.065295234,-0.077148896,
5296,5227.123,0.00523,0.03242034,-0.035128546,
5298,10202.201,0.0102,0.076968663,-0.095974523,
5301,8660.286,0.00866,0.125382184,-0.169700644,
5304,14342.164,0.01434,0.171294753,-0.177806868,
5306,6089.318,0.00609,0.175562571,-0.20247199,
5307,19105.093,0.01911,0.172236387,-0.198349653,
5317,9075.993,0.00908,0.141651377,-0.167441166,
5320,8406.502,0.00841,0.138301485,-0.167152197,
5323,10800.905,0.0108,,,
5333,10334.662,0.01033,0.17165259,-0.195480593,
5335,155556.225,0.15556,0.072980545,-0.098260736,
5336,32014.409,0.03201,0.128298573,-0.170392898,
5338,23660.673,0.02366,0.193697029,-0.214400571,
5339,9747.427,0.00975,0.193809385,-0.213038725,
5340,5514.72,0.00551,0.160722916,-0.180629771,
5341,13253.393,0.01325,0.145123837,-0.181691078,
5342,51492.808,0.05149,0.103522355,-0.143450717,
5344,46144.998,0.04614,0.1318493,-0.162565139,
5345,71197.694,0.0712,0.116213736,-0.160382101,
5346,20200.52,0.0202,0.188322695,-0.209606161,
5347,28301.534,0.0283,0.136665318,-0.164873074,
5350,44461.507,0.04446,0.126065207,-0.162164317,
5351,12843.825,0.01284,0.1778001,-0.20375034,
5352,7657.024,0.00766,0.079535072,-0.133301776,
5353,9662.946,0.00966,0.171906178,-0.202285246,
5354,15127.024,0.01513,0.141488225,-0.166549776,
5355,9580.433,0.00958,0.086113471,-0.118283674,
5356,10801.58,0.0108,0.197701647,-0.202576738,
5357,7529.085,0.00753,0.177176062,-0.206372031,
5359,5294.923,0.00529,0.119667888,-0.145122386,
5360,76622.393,0.07662,0.192436458,-0.207166281,
5361,59746.089,0.05975,0.192791671,-0.213730174,
5362,7061.676,0.00706,0.126762534,-0.156844061,
5363,5220.755,0.00522,0.119057234,-0.150602221,
5365,8338.046,0.00834,0.19805436,-0.20974761,
5366,12627.575,0.01263,0.165701829,-0.185948239,
5367,12697.391,0.0127,0.141021655,-0.165553169,
5369,66051.056,0.06605,0.195414638,-0.205480648,
5371,33382.971,0.03338,0.19013594,-0.197256066,
5372,17293.892,0.01729,0.188104563,-0.19456194,
5373,9411.061,0.00941,0.198541555,-0.208397598,
5374,34261.406,0.03426,0.183229653,-0.19657172,
5375,18374.302,0.01837,0.186520724,-0.212325933,
5378,5882.875,0.00588,0.156324176,-0.187003902,
5380,21928.623,0.02193,0.182142977,-0.21399049,
5381,7270.669,0.00727,0.193473268,-0.214442777,
5384,11170.573,0.01117,0.162399697,-0.180240221,
5390,10466.37,0.01047,0.178560987,-0.20204377,
5391,8391.914,0.00839,0.196751041,-0.214380281,
5392,8358.729,0.00836,0.158038576,-0.182725979,
5393,29084.59,0.02908,0.184396421,-0.213197998,
5395,6523.893,0.00652,0.091179593,-0.120507259,
5396,77647.857,0.07765,0.054633403,-0.07296951,
5397,34956.763,0.03496,0.176680335,-0.201933742,
5398,21854.795,0.02185,0.015275272,-0.023826272,
5400,30425.248,0.03043,0.187951536,-0.211269748,
5402,4905.888,0.00491,0.097049838,-0.096501278,
5403,7688.628,0.00769,0.19745629,-0.217007873,
5405,9034.817,0.00903,0.169240953,-0.191327978,
5406,11723.607,0.01172,0.192753138,-0.210268199,
5407,8146.67,0.00815,0.19645755,-0.215964983,
5409,8127.262,0.00813,0.072492061,-0.076665072,
5410,8541.078,0.00854,0.096696484,-0.142464112,
5412,64063.359,0.06406,0.145195243,-0.155171871,
5414,88151.247,0.08815,0.152017689,-0.178360024,
5416,4528.743,0.00453,0.191030881,-0.2151721,
5417,9083.002,0.00908,0.174146244,-0.197062963,
5418,69637.317,0.06964,0.191991174,-0.208376915,
5421,64531.839,0.06453,0.065848342,-0.075564429,
5426,8795.406,0.0088,0.187293131,-0.200253603,
5427,30927.282,0.03093,0.137449504,-0.139959875,
5428,8848.928,0.00885,0.150308042,-0.174118255,
5429,22945.798,0.02295,0.127112483,-0.166374674,
5430,1678.595,0.00168,0.183620986,-0.20356427,
5431,5593.613,0.00559,0.178140969,-0.196816083,
5433,36821.602,0.03682,0.100290926,-0.097707784,
5440,21252.43,0.02125,0.111861938,-0.10699528,
5442,6557.961,0.00656,0.06786199,-0.067220446,
5444,66289.771,0.06629,0.148817277,-0.160649993,
5445,43574.889,0.04357,-0.004703219,0.003301058,
5446,13417.933,0.01342,0.052502717,-0.076466243,
5450,25217.022,0.02522,0.030547795,-0.044593694,
5453,22612.268,0.02261,0.091133386,-0.114622309,
5454,31656.61,0.03166,0.033294822,-0.044391269,
5455,36619.976,0.03662,0.020516015,-0.030827578,
5456,18366.134,0.01837,0.054338057,-0.066414637,
5458,188299.112,0.1883,0.097850796,-0.105770533,
5459,4663.172,0.00466,0.189281766,-0.210732777,
5460,21864.465,0.02186,0.035945237,-0.048518194,
5461,4527.946,0.00453,0.042185262,-0.050803364,
5462,22405.758,0.02241,0.043700256,-0.035470735,
5463,11807.901,0.01181,0.136256612,-0.131647079,
5464,27050.914,0.02705,0.164168899,-0.16143435,
5465,26428.731,0.02643,0.168748217,-0.191304321,
5466,5779.789,0.00578,0.198412245,-0.221258296,
5467,12752.106,0.01275,0.167769294,-0.162453938,
5468,5865.326,0.00587,0.021275183,-0.030769144,
5472,17584.274,0.01758,0.040489659,-0.052300367,
5474,5209.761,0.00521,0.072848774,-0.078818009,
5475,13048.125,0.01305,0.16809842,-0.178138805,
5476,29712.943,0.02971,0.004930651,-0.013324794,
5478,8769.047,0.00877,0.033577146,-0.051813511,
5480,5573.225,0.00557,0.001626306,-0.006082955,
5481,21596.009,0.0216,0.007710584,-0.012465475,
5484,11915.454,0.01192,0.023971206,-0.037473577,
5485,58717.975,0.05872,-0.003276432,0.000861131,
5488,10762.397,0.01076,0.029063365,-0.026198407,
5492,6916.165,0.00692,0.101555399,-0.10781756,
5493,7743.925,0.00774,0.117937961,-0.14738906,
5494,7117.703,0.00712,0.099724987,-0.107210779,
5495,9684.955,0.00968,0.095165986,-0.102167364,
5497,8994.576,0.00899,0.015462193,-0.015321939,
5500,16234.209,0.01623,0.188506801,-0.207449759,
5501,18865.423,0.01887,0.19592006,-0.218192803,
5503,50342.266,0.05034,0.195446126,-0.213088877,
5504,35491.334,0.03549,0.112877653,-0.129030324,
5509,51080.526,0.05108,0.132347429,-0.135715284,
5510,8613.301,0.00861,0.021554357,-0.032628087,
5512,65304.351,0.0653,0.157398174,-0.159289271,
5514,11935.306,0.01194,0.127750975,-0.142996347,
5516,12103.56,0.0121,0.184623361,-0.200288161,
5518,5051.387,0.00505,0.168937897,-0.201528002,
5520,18658.335,0.01866,0.145100812,-0.152585473,
5523,10840.75,0.01084,0.154088987,-0.181911552,
5524,8714.27,0.00871,0.06361417,-0.072071235,
5525,60208.111,0.06021,0.102683169,-0.103295053,
5527,4348.348,0.00435,0.076959887,-0.089421773,
5529,14848.311,0.01485,0.187614746,-0.195231441,
5530,8950.612,0.00895,0.108573884,-0.118528939,
5531,13287.315,0.01329,0.168277095,-0.176015228,
5535,69287.488,0.06929,0.178494173,-0.184728988,
5538,23813.09,0.02381,0.138294953,-0.174388018,
5547,16499.528,0.0165,0.167139309,-0.16944593,
5552,18608.275,0.01861,0.18674883,-0.177934924,
5564,35455.895,0.03546,0.090982259,-0.105969573,
5566,63100.058,0.0631,0.189927934,-0.192117309,
5568,12866.095,0.01287,0.192368738,-0.197818281,
5569,6172.209,0.00617,0.180318881,-0.191770802,
5570,18382.568,0.01838,0.175818674,-0.185376138,
5573,12911.982,0.01291,0.192062445,-0.205012834,
5576,5970.586,0.00597,0.177368048,-0.194312668,
5578,4949.932,0.00495,0.183338522,-0.195379999,
5580,51088.844,0.05109,0.104220693,-0.123179381,
5581,81706.32,0.08171,0.117318616,-0.153612903,
5585,75138.409,0.07514,0.189460013,-0.198002738,
5586,6196.97,0.0062,0.188039994,-0.195596479,
5591,9827.332,0.00983,0.099702171,-0.088883899,
5596,156831.813,0.15683,0.043801098,-0.047479899,
5597,38126.437,0.03813,0.12987295,-0.170354069,
5598,12319.559,0.01232,0.167189013,-0.177883745,
5611,16151.412,0.01615,0.142049206,-0.181589445,
5613,7830.739,0.00783,0.194677922,-0.204443462,
5615,8124.869,0.00812,0.18201026,-0.203838899,
5619,9333.015,0.00933,0.124808556,-0.145887022,
5632,4638.06,0.00464,0.178852932,-0.192594927,
5633,30223.388,0.03022,0.197009348,-0.209693699,
5634,5705.81,0.00571,0.196191157,-0.203139182,
5636,8455.835,0.00846,0.163108983,-0.174822911,
5642,12483.198,0.01248,0.172328111,-0.190066269,
5646,8045.08,0.00805,0.189480897,-0.194517586,
5667,11181.956,0.01118,0.197537691,-0.208207743,
5669,152269.875,0.15227,0.197171657,-0.206001071,
5672,12311.895,0.01231,0.161639094,-0.174143245,
5680,13901.893,0.0139,0.192613569,-0.19775915,
5682,34122.214,0.03412,0.196065572,-0.209953498,
5683,29322.438,0.02932,0.164830848,-0.189716304,
5685,42650.027,0.04265,0.184322551,-0.202182079,
5687,7865.496,0.00787,0.197988965,-0.212414706,
5698,9607.59,0.00961,0.184104188,-0.205951477,
5699,19683.362,0.01968,0.15380087,-0.18453625,
5703,4055.685,0.00406,0.173131589,-0.191978546,
5706,51988.227,0.05199,0.179365033,-0.196917488,
5711,17596.093,0.0176,0.153762953,-0.187569283,
5712,6426.885,0.00643,0.196441516,-0.215447682,
5716,8563.987,0.00856,0.161589489,-0.172652806,
5727,11907.538,0.01191,-0.009799605,0.007400569,
5738,9977.587,0.00998,0.136249351,-0.158128514,
5741,86604.381,0.0866,0.183816251,-0.201249921,
5743,24939.798,0.02494,0.125965693,-0.157555042,
5745,70342.926,0.07034,0.189755101,-0.212626588,
5748,23146.924,0.02315,0.178793333,-0.206114449,
5751,37087.679,0.03709,0.193930967,-0.215929348,
5752,8869.914,0.00887,0.168125519,-0.19682279,
5753,12846.42,0.01285,0.169315411,-0.197565911,
5754,18495.417,0.0185,0.192183997,-0.209482078,
5757,17097.302,0.0171,0.125306593,-0.155751131,
5759,23881.791,0.02388,0.093758395,-0.123090221,
5762,5438.936,0.00544,0.19880692,-0.21193865,
5764,15246.815,0.01525,0.129700673,-0.158153559,
5766,21054.145,0.02105,0.145848784,-0.17259966,
5767,22938.304,0.02294,0.16156113,-0.190323226,
5768,18899.003,0.0189,0.146736921,-0.175635034,
5775,10975.53,0.01098,0.152062945,-0.184981307,
5778,8486.442,0.00849,0.18937708,-0.205324198,
5782,101334.393,0.10133,0.150773098,-0.179261614,
5784,58898.857,0.0589,0.072878484,-0.081890371,
5786,21017.706,0.02102,0.123922987,-0.155991588,
5788,43563.738,0.04356,0.114755196,-0.148474357,
5789,41392.705,0.04139,0.099147714,-0.126815556,
5792,25517.38,0.02552,0.127158259,-0.145389279,
5793,10470.679,0.01047,0.128621515,-0.165385837,
5794,42314.382,0.04231,0.146883649,-0.179208786,
5795,34514.83,0.03451,0.141566684,-0.171032084,
5796,16450.118,0.01645,0.172932459,-0.190920051,
5797,44768.365,0.04477,0.150750316,-0.180011416,
5798,17770.516,0.01777,0.181091426,-0.208625242,
5800,12638.692,0.01264,0.186121585,-0.201740424,
5803,5272.772,0.00527,0.087504669,-0.098819261,
5805,91314.23,0.09131,0.175118023,-0.207784052,
5810,31460.544,0.03146,0.192623783,-0.204985774,
5812,6561.107,0.00656,0.187305059,-0.195993768,
5813,200856.832,0.20086,0.162616126,-0.197566266,
5814,17355.728,0.01736,0.169519391,-0.188141307,
5815,13466.714,0.01347,0.128067403,-0.157785769,
5828,19257.855,0.01926,0.166791304,-0.18601597,
5834,10673.702,0.01067,0.195608159,-0.21730561,
5835,10793.239,0.01079,0.187458354,-0.204852355,
5845,10231.766,0.01023,0.125344417,-0.157295121,
5846,4937.318,0.00494,0.170675493,-0.191292704,
5848,5636.786,0.00564,0.10317214,-0.137237351,
5849,5796.53,0.0058,0.08447296,-0.125973555,
5863,66362.533,0.06636,0.176654703,-0.211655971,
5865,17487.604,0.01749,0.191057427,-0.209195089,
5866,8860.672,0.00886,0.176127741,-0.201150371,
5867,22059.66,0.02206,0.18725602,-0.209815174,
5874,30759.193,0.03076,0.190642871,-0.227994238,
5887,52468.863,0.05247,0.192258941,-0.205486797,
5902,24895.314,0.0249,0.160322397,-0.187919431,
5903,6327.151,0.00633,0.190022574,-0.221831863,
5904,6351.51,0.00635,0.185616567,-0.208454301,
5905,42360.007,0.04236,0.188786228,-0.227026151,
5909,11346.826,0.01135,0.18593,-0.216247203,
5910,17370.013,0.01737,0.148888315,-0.187504254,
5911,9880.243,0.00988,0.193293461,-0.226265747,
5918,5057.135,0.00506,0.065038412,-0.114003,
5919,5949.901,0.00595,0.176625133,-0.202018142,
5924,9287.892,0.00929,0.179880896,-0.196285207,
5925,7236.368,0.00724,0.14558721,-0.160977393,
5926,4560.914,0.00456,0.175609065,-0.189777831,
5928,11664.061,0.01166,,,
5930,7819.029,0.00782,0.098634928,-0.129475309,
5931,13224.182,0.01322,0.134665426,-0.167989344,
5933,9361.401,0.00936,0.163059649,-0.192332663,
5934,7292.113,0.00729,0.160433185,-0.168844916,
5935,16666.421,0.01667,0.132708094,-0.165613257,
5938,4617.653,0.00462,0.132351689,-0.172834566,
5939,5761.642,0.00576,0.196226773,-0.209911897,
5940,6263.873,0.00626,0.142954231,-0.179439357,
5942,4364.266,0.00436,0.166614598,-0.188858217,
5944,5664.723,0.00566,0.129992719,-0.168293484,
5945,9340.431,0.00934,0.122757145,-0.169428325,
5946,7898.516,0.0079,0.122492431,-0.15827023,
5948,26370.578,0.02637,0.158071427,-0.188582573,
5949,13341.173,0.01334,0.171883605,-0.199292738,
5950,7991.356,0.00799,0.1115028,-0.157962078,
5951,5359.88,0.00536,0.114389098,-0.160092159,
5952,4462.739,0.00446,0.151471496,-0.18527971,
5953,9462.356,0.00946,0.125450772,-0.170397903,
5954,10496.783,0.0105,0.186977917,-0.211884648,
5955,15274.899,0.01527,0.121408259,-0.157976481,
5956,28816.257,0.02882,0.170129602,-0.203675452,
5957,4384.32,0.00438,0.171856065,-0.204697047,
5958,7837.534,0.00784,0.120953397,-0.163692509,
5959,8515.567,0.00852,0.173222629,-0.202176108,
5961,17187.184,0.01719,-0.003986829,-0.001823761,
5962,26481.555,0.02648,,,
5963,16356.668,0.01636,0.135351034,-0.163865286,
5966,13090.501,0.01309,0.120825138,-0.142562676,
5967,5562.987,0.00556,0.149388125,-0.182396083,
5969,20786.934,0.02079,0.061519667,-0.069702201,
5970,11843.285,0.01184,0.183173885,-0.208491116,
5971,11514.845,0.01151,0.085685941,-0.113484402,
5973,5712.266,0.00571,0.133546139,-0.163311128,
5974,4340.85,0.00434,0.134629033,-0.142673876,
5975,6451.771,0.00645,0.04350407,-0.062012037,
5976,25451.202,0.02545,0.177201898,-0.192054089,
5977,4914.652,0.00491,0.049759409,-0.085160744,
5978,4690.907,0.00469,0.163018909,-0.187307814,
5979,8234.766,0.00823,0.151411448,-0.160095293,
5980,12625.637,0.01263,0.171242358,-0.184191579,
5981,5641.465,0.00564,0.094686569,-0.142541222,
5982,7787.69,0.00779,0.186194295,-0.196243455,
5984,51616.786,0.05162,0.159928135,-0.162113011,
5985,14784.117,0.01478,0.09705593,-0.137683621,
5986,14022.116,0.01402,0.115317307,-0.151034959,
5987,5892.407,0.00589,0.122969373,-0.129566688,
5989,20747.329,0.02075,0.185052425,-0.200755879,
5990,12682.155,0.01268,0.119211813,-0.12374312,
5992,24284.235,0.02428,0.015653186,-0.02212169,
5993,14719.96,0.01472,0.052746454,-0.054058461,
5994,4896.54,0.0049,0.095794606,-0.093902693,
5996,6002.806,0.006,0.179373264,-0.205101949,
6009,9640.11,0.00964,0.091397262,-0.080933529,
6012,35269.735,0.03527,0.182962469,-0.216978093,
6013,29734.365,0.02973,0.179135297,-0.192836842,
6014,12608.281,0.01261,0.169772552,-0.181910033,
6017,13588.832,0.01359,0.179572578,-0.191032631,
6018,5499.462,0.0055,0.199674227,-0.209551184,
6020,4325.093,0.00433,-0.039507779,0.015690024,
6022,4219.178,0.00422,0.165439919,-0.179018714,
6031,25228.568,0.02523,0.168671441,-0.187716242,
6032,81678.311,0.08168,0.176374923,-0.200786571,
6035,4292.629,0.00429,0.178752973,-0.181196933,
6039,8821.39,0.00882,0.127238355,-0.153473338,
6046,42104.19,0.0421,0.157056526,-0.178066336,
6052,16963.259,0.01696,0.196745186,-0.206303926,
6057,4729.733,0.00473,0.193601052,-0.228731839,
6062,7962.299,0.00796,0.174313734,-0.19164645,
6065,14571.272,0.01457,0.099570249,-0.104407259,
6070,5224.196,0.00522,0.199214517,-0.210564715,
6071,5042.696,0.00504,0.19458816,-0.201177337,
6072,6186.49,0.00619,0.091096939,-0.087354615,
6075,4812.389,0.00481,0.021636892,-0.040140125,
6076,4800.503,0.0048,0.141976737,-0.160126585,
6080,42601.327,0.0426,0.106267221,-0.1594669,
6081,45053.105,0.04505,0.033145504,-0.041081583,
6082,22092.059,0.02209,-0.00689862,0.007502,
6084,28494.893,0.02849,0.076415164,-0.103058245,
6085,53127.641,0.05313,0.165341817,-0.185769499,
6087,28024.793,0.02802,0.169191963,-0.188970553,
6088,15182.054,0.01518,0.148605051,-0.179068001,
6089,5447.187,0.00545,0.14114817,-0.169273238,
6090,14293.901,0.01429,0.172489496,-0.213659667,
6091,4314.209,0.00431,0.149002927,-0.164752212,
6094,8317.74,0.00832,0.188168156,-0.186116539,
6095,40453.547,0.04045,0.140192608,-0.168270386,
6096,10959.135,0.01096,0.152119176,-0.181477063,
6097,12995.742,0.013,0.081344551,-0.126505432,
6100,5757.539,0.00576,0.133484693,-0.139231868,
6101,47775.534,0.04778,0.040197765,-0.052666119,
6103,36126.928,0.03613,0.061483218,-0.110653944,
6104,24562.56,0.02456,0.163749299,-0.191577494,
6105,33485.574,0.03349,0.114012318,-0.155260411,
6106,5810.033,0.00581,0.151335524,-0.174128247,
6108,28088.301,0.02809,0.071876845,-0.105648398,
6110,14840.836,0.01484,0.126292958,-0.165581849,
6111,20589.524,0.02059,0.118274991,-0.159173547,
6112,33745.78,0.03375,0.107677913,-0.155062806,
6113,138621.71,0.13862,0.081661327,-0.122363196,
6115,5559.186,0.00556,0.101543018,-0.106553429,
6120,4343.436,0.00434,0.185324087,-0.183786309,
6123,4384.414,0.00438,0.146200935,-0.179959067,
6126,8381.953,0.00838,0.126918706,-0.143645059,
6129,9141.506,0.00914,0.071505582,-0.089477453,
6130,14335.007,0.01434,0.105305568,-0.112246457,
6131,28465.466,0.02847,0.165153192,-0.187865838,
6132,5642.815,0.00564,0.16051788,-0.183846258,
6133,65236.263,0.06524,0.156529349,-0.183795948,
6134,39674.939,0.03967,0.171247777,-0.195958178,
6135,5114.348,0.00511,0.119965452,-0.144901679,
6140,12665.464,0.01267,0.183359245,-0.236148425,
6148,12369.637,0.01237,0.167629184,-0.224030849,
6173,8874.514,0.00887,0.142781046,-0.158064175,
6179,39686.887,0.03969,0.19472355,-0.234147955,
6185,108126.893,0.10813,0.182381497,-0.236336346,
6186,46393.946,0.04639,0.190608778,-0.242927576,
6189,225373.446,0.22537,0.195365432,-0.257274399,
6192,36389.28,0.03639,0.159975443,-0.187339094,
6193,51487.407,0.05149,0.175763102,-0.237494063,
6197,4388.647,0.00439,0.126716949,-0.140060986,
6202,25662.909,0.02566,0.192213275,-0.231086471,
6207,11463.681,0.01146,0.188745445,-0.2264684,
6209,18154.442,0.01815,0.19579224,-0.232251362,
6211,18705.714,0.01871,0.189691022,-0.241508692,
6218,38033.245,0.03803,0.17316009,-0.251916941,
6219,42218.477,0.04222,0.190141127,-0.246291231,
6225,17398.514,0.0174,0.184905708,-0.221556009,
6226,30435.829,0.03044,0.172617324,-0.249675415,
6239,19848.505,0.01985,0.173785936,-0.241151398,
6244,73981.232,0.07398,0.183864855,-0.260277091,
6266,29945.614,0.02995,0.197828168,-0.246266993,
6305,59172.173,0.05917,0.185201787,-0.238976527,
6312,14335.223,0.01434,0.187508633,-0.234702115,
6318,7997.929,0.008,0.189491228,-0.21746212,
6368,37620.71,0.03762,0.169992961,-0.199646889,
6383,34893.259,0.03489,0.178853402,-0.225101694,
6386,34993.729,0.03499,0.186802886,-0.209815658,
6404,9733.25,0.00973,0.164107058,-0.174284432,
6405,4819.033,0.00482,0.195737675,-0.215449495,
6415,96329.861,0.09633,0.183870649,-0.212205799,
6421,52495.52,0.0525,0.183989245,-0.214719449,
6428,24101.636,0.0241,0.173241858,-0.208985174,
6429,13624.088,0.01362,0.179338261,-0.203758075,
6430,7982.428,0.00798,0.177111127,-0.210438762,
6431,6039.119,0.00604,0.188351919,-0.21523572,
6432,10386.785,0.01039,0.15575774,-0.184225806,
6439,22878.437,0.02288,0.14958143,-0.192435803,
6440,24384.432,0.02438,0.155863884,-0.192034248,
6443,7466.655,0.00747,0.151772192,-0.190735483,
6445,103505.623,0.10351,0.180866631,-0.212037179,
6451,25946.71,0.02595,0.199653528,-0.236357116,
6457,23417.311,0.02342,0.148572134,-0.186599456,
6466,24176.597,0.02418,0.194647102,-0.221160819,
6472,8928.705,0.00893,0.195185595,-0.221868315,
6479,16389.909,0.01639,0.178621135,-0.22197572,
6486,21584.077,0.02158,0.175281826,-0.222552465,
6510,42494.108,0.04249,0.196993512,-0.232208835,
6512,6863.062,0.00686,0.186975987,-0.215786505,
6515,42939.096,0.04294,0.177678293,-0.206476938,
6517,28502.193,0.0285,0.196391447,-0.21777342,
6518,8269.744,0.00827,0.146545697,-0.186503228,
6523,8373.409,0.00837,0.130827974,-0.170341098,
6525,99044.261,0.09904,0.188765795,-0.211663914,
6529,10414.506,0.01041,0.195675044,-0.216342344,
6532,5155.836,0.00516,0.19194452,-0.216416336,
6533,80449.315,0.08045,0.159746238,-0.187994415,
6545,9320.138,0.00932,0.158563023,-0.183720286,
6561,31113.627,0.03111,0.194765614,-0.222089426,
6575,16735.701,0.01674,,,
6585,22262,0.02226,0.130631747,-0.171174324,
6653,8823.38,0.00882,0.174612697,-0.206178157,
6677,7279.609,0.00728,0.188178898,-0.209396923,
6688,46861.865,0.04686,0.16488399,-0.189895244,
6693,23996.535,0.024,0.16705959,-0.190151471,
6712,6491.504,0.00649,0.187774916,-0.203055375,
6774,7628.883,0.00763,0.16401413,-0.199300649,
6782,48953.892,0.04895,0.173968846,-0.201982569,
6833,10843.404,0.01084,0.195896937,-0.212218762,
6840,5331.454,0.00533,0.157362087,-0.149572939,
6869,38762.846,0.03876,0.194791669,-0.224347204,
6888,9249.295,0.00925,0.17385458,-0.185791144,
6930,6556.412,0.00656,0.074320629,-0.089734339,
6966,47175.21,0.04718,0.197323985,-0.225721131,
6976,5986.292,0.00599,0.173824128,-0.190208041,
6991,5783.528,0.00578,0.193790493,-0.191351804,
7003,7412.995,0.00741,0.148437567,-0.196116592,
7029,8649.084,0.00865,0.174406326,-0.173235392,
7048,4829.473,0.00483,0.196360587,-0.216840776,
7080,3946.66,0.00395,0.189831948,-0.221929109,
7081,38171.591,0.03817,0.178027368,-0.214456089,
7103,2491.219,0.00249,0.17201498,-0.184079305,
7199,4067.304,0.00407,0.196244757,-0.207177555,
7206,10085.827,0.01009,0.190185463,-0.232625885,
7208,6883.521,0.00688,0.186191134,-0.194024546,
7209,4570.835,0.00457,0.139407812,-0.143722458,
7222,11880.741,0.01188,0.184172702,-0.221759498,
7223,18143.673,0.01814,0.168270845,-0.195131203,
7232,16375.824,0.01638,0.177489258,-0.205725279,
7236,9422.936,0.00942,0.133080105,-0.175041887,
7237,3859.653,0.00386,0.126999862,-0.16960028,
7248,39264.557,0.03926,0.104297262,-0.144411862,
7250,51212.986,0.05121,0.141138881,-0.163602109,
7290,7533.235,0.00753,0.19711563,-0.222931515,
7291,22976.615,0.02298,0.168119154,-0.198297063,
7294,17343.633,0.01734,0.175548117,-0.217496404,
7300,20417.06,0.02042,0.196041043,-0.23225979,
7311,5968.098,0.00597,0.179890205,-0.193370693,
7314,27462.904,0.02746,0.116522019,-0.128647627,
7321,6820.67,0.00682,0.116244877,-0.149393665,
7324,8117.188,0.00812,0.199010056,-0.211746043,
7325,4927.502,0.00493,0.173909107,-0.192427095,
7327,9027.024,0.00903,0.15107457,-0.16821262,
7333,9873.527,0.00987,0.190773795,-0.203034615,
7336,5653.502,0.00565,0.187071659,-0.204309302,
